album_name,number_of_artists,artist_followers_total,artist_followers_average,artist_popularity,type,release_date,release_precision,restrictions,total_tracks,total_length_min,avg_popularity,max_popularity,number_of_collabs,Max_popularity_collab,Avg_popularity_collab,number_of_markets,US_market,CA_market,BR_market,CN_market,DE_market,ES_market,SA_market,UK_market,RU_market,MX_markets
Johnny P's Caddy,2,18527567,9263783.5,73.0,single,2022-01-28,day,False,1,3,62.0,62,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
It's Dark And Hell Is Hot,1,3804272,3804272.0,69.0,album,1998-05-01,day,False,19,57,43.31578947368422,69,7,63,9.0,183,True,True,True,False,True,True,True,False,False,True
Life of a DON,1,2337318,2337318.0,77.0,album,2021-10-08,day,False,16,44,58.9375,67,6,87,14.5,183,True,True,True,False,True,True,True,False,False,True
ATLiens,1,2071757,2071757.0,73.0,album,1996-08-27,day,False,15,50,46.46666666666667,69,1,20,20.0,183,True,True,True,False,True,True,True,False,False,True
Headshots (4r Da Locals),1,1203232,1203232.0,66.0,single,2021-06-18,day,False,1,3,55.0,55,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
The Blueprint (Explicit Version),1,7721763,7721763.0,82.0,album,2001-09-11,day,False,15,56,49.86666666666666,62,1,90,90.0,169,True,True,True,False,True,True,False,False,False,True
From a Birds Eye View,1,1822796,1822796.0,66.0,album,2022-01-14,day,False,14,34,47.85714285714287,65,9,90,5.555555555555555,183,True,True,True,False,True,True,True,False,False,True
ASTROWORLD,1,21283824,21283824.0,87.0,album,2018-08-03,day,False,17,51,70.94117647058823,81,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Street Gossip,1,12002720,12002720.0,89.0,album,2018-11-30,day,False,13,35,58.53846153846153,80,9,83,6.666666666666667,181,True,True,True,False,True,True,True,False,False,True
?,1,38768357,38768357.0,86.0,album,2018-03-16,day,False,18,27,67.7222222222222,85,7,73,6.571428571428571,181,True,True,True,False,True,True,True,False,False,True
Redemption,1,1312766,1312766.0,70.0,album,2018-06-15,day,False,15,43,48.26666666666667,70,8,87,3.875,178,True,True,True,False,True,True,True,False,False,True
Kamikaze,1,61179621,61179621.0,90.0,album,2018-08-31,day,False,13,39,60.769230769230774,74,5,70,13.6,182,True,True,True,False,True,True,True,False,False,True
Malibu,1,2248134,2248134.0,77.0,album,2016-01-15,day,False,16,51,43.0625,56,6,72,4.5,53,False,False,False,False,True,True,False,False,False,False
The Melodic Blue,1,1147039,1147039.0,79.0,album,2021-09-22,day,False,19,53,56.684210526315795,76,5,87,16.0,183,True,True,True,False,True,True,True,False,False,True
Project E.T.,1,12384338,12384338.0,87.0,compilation,2016-10-13,day,False,16,47,39.9375,65,11,96,2.0,183,True,True,True,False,True,True,True,False,False,True
"good kid, m.A.A.d city (Deluxe)",1,21867402,21867402.0,87.0,album,2012-10-22,day,False,17,86,57.52941176470589,74,9,96,7.0,180,False,False,True,False,True,True,True,False,False,True
Me Against The World,1,13851535,13851535.0,78.0,album,1995-03-14,day,False,15,58,52.8,71,3,50,14.666666666666666,169,True,True,True,False,True,True,False,False,False,True
Bobby Tarantino II,1,5804618,5804618.0,75.0,album,2018-03-09,day,False,13,38,52.92307692307692,67,5,82,16.4,178,True,True,True,False,True,True,True,False,False,True
Regulate… G Funk Era,1,2024677,2024677.0,62.0,album,1994-06-07,day,False,18,55,37.27777777777778,74,16,75,1.375,82,True,True,True,False,True,True,False,False,False,True
At What Cost,1,813359,813359.0,65.0,album,2017-03-24,day,False,14,41,43.214285714285715,76,13,84,6.461538461538462,183,True,True,True,False,True,True,True,False,False,True
So Much Fun,1,7578145,7578145.0,82.0,album,2019-08-16,day,False,19,53,51.263157894736835,70,16,90,5.4375,183,True,True,True,False,True,True,True,False,False,True
TESTING,1,11466030,11466030.0,80.0,album,2018-05-25,day,False,15,46,57.99999999999999,81,9,82,9.11111111111111,183,True,True,True,False,True,True,True,False,False,True
Rodeo (Expanded Edition),1,21283824,21283824.0,87.0,album,2015-09-04,day,False,16,65,60.8125,78,13,93,5.461538461538462,183,True,True,True,False,True,True,True,False,False,True
Something Else,1,2553366,2553366.0,68.0,album,2013-07-30,day,False,21,55,26.61904761904762,57,24,87,2.9583333333333335,181,True,True,True,False,False,True,True,False,False,True
Swim Good,1,10165271,10165271.0,82.0,single,2011-01-01,day,False,1,4,67.0,67,0,0,0.0,118,True,True,True,False,True,True,True,False,False,True
Donda,1,18592658,18592658.0,90.0,album,2021-08-29,day,False,27,95,61.37037037037036,78,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Otherside Of America,1,6628716,6628716.0,74.0,single,2020-06-05,day,False,1,3,52.0,52,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
family ties (with Kendrick Lamar),2,23014441,11507220.5,83.0,single,2021-08-27,day,False,1,4,78.0,78,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Meet The Woo 2,1,11376637,11376637.0,82.0,album,2020-02-07,day,False,13,28,63.84615384615385,79,5,80,15.8,178,True,True,True,False,True,True,True,False,False,True
Keep Their Heads Ringin',1,8262735,8262735.0,78.0,single,1995-03-07,day,False,4,17,39.25,65,2,55,27.5,181,False,False,True,False,True,True,True,False,False,True
Greatest Hits,1,13851535,13851535.0,78.0,compilation,1998-01-01,day,False,25,101,55.559999999999995,80,17,82,2.5294117647058822,183,True,True,True,False,True,True,True,False,False,True
Operation Stackola,1,270060,270060.0,57.0,album,1995-07-04,day,False,16,62,26.9375,74,8,57,1.375,182,True,False,True,False,True,True,True,False,False,True
High Off Life,1,12384338,12384338.0,87.0,album,2020-05-15,day,False,21,60,53.28571428571429,71,11,96,8.090909090909092,183,True,True,True,False,True,True,True,False,False,True
The Circus,1,555223,555223.0,59.0,album,2020-01-10,day,False,7,17,37.285714285714285,56,1,64,64.0,183,True,True,True,False,True,True,True,False,False,True
GINGER,1,2025500,2025500.0,67.0,album,2019-08-23,day,False,12,38,51.416666666666664,72,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Lethal Injection,1,6206765,6206765.0,73.0,album,1993-12-07,day,False,12,50,0.0,0,2,53,13.5,0,False,False,False,False,False,False,False,False,False,False
The Diary,1,803711,803711.0,56.0,album,1994,year,False,13,36,33.76923076923077,57,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Donda,1,18592658,18592658.0,90.0,album,2021-08-29,day,False,27,95,1.7037037037037035,20,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False
2Pacalypse Now,1,13851535,13851535.0,78.0,album,1991-11-12,day,False,13,49,38.38461538461537,55,0,0,0.0,169,True,True,True,False,True,True,False,False,False,True
AT.LONG.LAST.A$AP,1,11466030,11466030.0,80.0,album,2015-05-26,day,False,18,57,57.0,76,20,90,1.45,171,True,True,True,False,True,True,False,False,False,True
The Blueprint 3,1,7721763,7721763.0,82.0,album,2009-09-08,day,False,15,56,51.400000000000006,82,12,96,4.583333333333333,182,True,True,True,False,True,True,True,False,False,True
Jesus Piece (Deluxe),1,4250522,4250522.0,72.0,album,2012-01-01,day,False,15,63,38.666666666666664,64,25,90,3.48,165,True,True,True,False,True,True,False,False,False,True
Yeezus,1,18592658,18592658.0,90.0,album,2013-06-18,day,False,10,34,65.0,86,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Terrorist Threats,1,1207010,1207010.0,57.0,album,2003-12-09,day,False,14,45,37.142857142857146,66,6,73,1.6666666666666667,182,True,True,True,False,True,True,True,False,False,True
The Infamous,1,1690568,1690568.0,65.0,album,1995-04-25,day,False,16,58,48.625,75,9,71,5.111111111111111,183,True,True,True,False,True,True,True,False,False,True
Karma 3,1,614803,614803.0,60.0,album,2020-08-14,day,False,15,44,34.26666666666666,60,11,80,6.2727272727272725,183,True,True,True,False,True,True,True,False,False,True
SAVAGE MODE II,2,15027331,7513665.5,84.5,album,2020-10-02,day,False,15,39,65.6,79,3,96,23.0,183,True,True,True,False,True,True,True,False,False,True
Ready to Die (The Remaster),1,8192563,8192563.0,76.0,album,1994-09-13,day,False,19,67,56.84210526315788,79,1,70,70.0,181,True,True,True,False,True,True,True,False,False,True
B4.DA.$$,1,2783221,2783221.0,73.0,album,2015-01-20,day,False,17,51,42.82352941176472,62,8,61,6.875,183,True,True,True,False,True,True,True,False,False,True
Bizarre Ride II The Pharcyde,1,604052,604052.0,57.0,album,1992-11-24,day,False,16,52,38.5,68,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
The Chronic,1,8262735,8262735.0,78.0,album,1992-12-15,day,False,16,53,0.625,5,11,82,2.4545454545454546,0,False,False,False,False,False,False,False,False,False,False
Birds In The Trap Sing McKnight,1,21283824,21283824.0,87.0,album,2016-09-16,day,False,14,47,63.5,83,1,82,82.0,171,True,True,True,False,True,True,False,False,False,True
The Sun's Tirade,1,1203232,1203232.0,66.0,album,2016-09-02,day,False,17,53,48.11764705882353,65,9,87,9.222222222222221,169,True,True,True,False,True,True,True,False,False,True
The Essential Cypress Hill,1,1689992,1689992.0,66.0,compilation,2014-10-10,day,False,31,103,32.03225806451613,64,6,70,6.666666666666667,183,True,True,True,False,True,True,True,False,False,True
CHASE,1,256176,256176.0,66.0,album,2019-02-28,day,False,11,20,0.0,0,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False
"Passion, Pain & Demon Slayin'",1,6116860,6116860.0,81.0,album,2016-12-16,day,False,19,78,46.578947368421055,62,6,87,13.166666666666666,178,True,True,True,False,True,True,True,False,False,True
i am > i was,1,11937369,11937369.0,90.0,album,2018-12-21,day,False,15,43,61.99999999999999,81,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
2001,1,8262735,8262735.0,78.0,album,1999-11-16,day,False,22,57,0.31818181818181823,3,50,90,0.06,0,False,False,False,False,False,False,False,False,False,False
Black Habits,1,417406,417406.0,55.0,album,2020-02-07,day,False,16,55,33.375,57,8,82,7.875,183,True,True,True,False,True,True,True,False,False,True
Blackout!,2,2795298,1397649.0,66.5,album,1999-01-01,day,False,19,63,36.10526315789473,67,8,67,1.625,168,True,True,True,False,True,True,False,False,False,True
Hair Down (feat. Kendrick Lamar),1,744239,744239.0,63.0,single,2019-08-08,day,False,1,3,49.0,49,1,87,87.0,183,True,True,True,False,True,True,True,False,False,True
KOD,1,18252345,18252345.0,84.0,album,2018-04-20,day,False,12,37,59.75,74,2,46,23.0,181,True,True,True,False,True,True,True,False,False,True
My Beautiful Dark Twisted Fantasy,1,18592658,18592658.0,90.0,album,2010-11-22,day,False,13,61,67.46153846153845,78,15,85,4.933333333333334,183,True,True,True,False,True,True,True,False,False,True
Aquemini,1,2071757,2071757.0,73.0,album,1998-09-29,day,False,16,68,46.625,65,6,67,10.5,183,True,True,True,False,True,True,True,False,False,True
The Bigger Picture,1,12002720,12002720.0,89.0,single,2020-06-12,day,False,1,4,67.0,67,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
TA13OO,1,1967755,1967755.0,71.0,album,2018-07-27,day,False,13,36,52.92307692307693,64,6,77,11.0,181,True,True,True,False,True,True,True,False,False,True
We Can't Be Stopped,1,688689,688689.0,54.0,album,1991-07-02,day,False,14,45,28.928571428571427,65,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
DROGAS WAVE,1,1797123,1797123.0,65.0,album,2018-09-21,day,False,24,86,25.541666666666668,41,13,64,0.6153846153846154,183,True,True,True,False,True,True,True,False,False,True
Watch The Throne (Deluxe),2,26314421,13157210.5,86.0,album,2011-08-08,day,False,16,60,59.375,83,7,86,8.285714285714286,180,True,True,True,False,True,True,True,False,False,True
Crown,1,225865,225865.0,51.0,album,2016-11-17,day,False,10,33,21.0,49,4,77,1.0,183,True,True,True,False,True,True,True,False,False,True
"""Awaken, My Love!""",1,9955284,9955284.0,77.0,album,2016-12-02,day,False,11,44,0.0,0,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False
Milky Way,1,474875,474875.0,65.0,album,2018-08-24,day,False,14,32,37.785714285714285,68,8,84,3.125,178,True,True,True,False,True,True,True,False,False,True
Please Excuse Me for Being Antisocial,1,8533606,8533606.0,79.0,album,2019-12-06,day,False,16,35,55.125,80,6,83,13.333333333333334,183,True,True,True,False,True,True,True,False,False,True
N9NA,1,2553366,2553366.0,68.0,album,2019-04-19,day,False,21,57,34.095238095238095,63,15,70,0.7333333333333333,183,True,True,True,False,True,True,True,False,False,True
The Recipe,1,21867402,21867402.0,87.0,single,2012-01-01,day,False,1,5,0.0,0,1,78,78.0,0,False,False,False,False,False,False,False,False,False,False
NOT ALL HEROES WEAR CAPES (Deluxe),2,15027331,7513665.5,84.5,album,2018-11-06,day,False,26,74,50.38461538461538,80,19,96,5.052631578947368,181,True,True,True,False,True,True,True,False,False,True
Pinball II (feat. Correy C),1,474875,474875.0,65.0,single,2018-04-10,day,False,1,2,45.0,45,1,31,31.0,178,True,True,True,False,True,True,True,False,False,True
Better Dayz,1,13851535,13851535.0,78.0,album,2002-01-01,day,False,26,93,40.80769230769231,62,40,72,1.6,183,True,True,True,False,True,True,True,False,False,True
JACKBOYS,2,21784037,10892018.5,75.5,album,2019-12-27,day,False,7,19,66.57142857142857,76,9,89,9.11111111111111,183,True,True,True,False,True,True,True,False,False,True
Bandana,2,1452007,726003.5,68.0,album,2019-06-28,day,False,15,39,43.06666666666667,57,5,77,11.8,183,True,True,True,False,True,True,True,False,False,True
The Life Of Pablo,1,18592658,18592658.0,90.0,album,2016-06-10,day,False,20,59,64.39999999999999,82,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
4:44,1,7721763,7721763.0,82.0,album,2017-07-07,day,False,10,29,55.6,71,4,86,16.0,178,True,True,True,False,True,True,True,False,False,True
Lewis Street,1,18252345,18252345.0,84.0,single,2020-07-22,day,False,2,8,61.0,62,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Imperial,1,1967755,1967755.0,71.0,album,2016-10-14,day,False,10,35,47.900000000000006,59,5,76,8.8,180,True,True,True,False,True,True,True,False,False,True
"good kid, m.A.A.d city (Deluxe)",1,21867402,21867402.0,87.0,album,2012,year,False,17,85,60.35294117647059,72,9,96,9.11111111111111,2,True,True,False,False,False,False,False,False,False,False
Savage Mode,2,15027331,7513665.5,84.5,album,2016-07-15,day,False,9,28,57.222222222222214,73,1,87,87.0,183,True,True,True,False,True,True,True,False,False,True
Efil4zaggin,1,4515033,4515033.0,64.0,album,1991-05-28,day,False,18,45,0.0,0,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False
Don't Play (feat. The 1975 & Big Sean),1,21283824,21283824.0,87.0,single,2014-08-18,day,False,1,4,57.0,57,2,79,38.5,183,True,True,True,False,True,True,True,False,False,True
Trap Lord,1,3388039,3388039.0,70.0,album,2013-08-19,day,False,13,43,40.61538461538461,68,11,80,2.272727272727273,183,True,True,True,False,True,True,True,False,False,True
90059,1,1312766,1312766.0,70.0,album,2015-09-11,day,False,11,44,35.09090909090909,52,9,87,4.111111111111111,183,True,True,True,False,True,True,True,False,False,True
1999,1,2783221,2783221.0,73.0,album,2012-06-12,day,False,15,53,54.46666666666667,69,17,51,2.176470588235294,183,True,True,True,False,True,True,True,False,False,True
Born Sinner,1,18252345,18252345.0,84.0,album,2013-06-14,day,False,21,68,0.9047619047619048,19,9,87,8.444444444444445,0,False,False,False,False,False,False,False,False,False,False
Watching Movies with the Sound Off (Deluxe Edition),1,8147808,8147808.0,82.0,album,2013-06-18,day,False,19,63,50.84210526315789,68,7,83,3.4285714285714284,183,True,True,True,False,True,True,True,False,False,True
Enter The Wu-Tang (36 Chambers) [Expanded Edition],1,2519101,2519101.0,66.0,album,1993-11-09,day,False,15,63,55.99999999999999,74,63,70,0.8888888888888888,183,True,True,True,False,True,True,True,False,False,True
Tha Carter V,1,12766504,12766504.0,84.0,album,2018-09-28,day,False,23,80,54.3913043478261,67,11,87,4.090909090909091,178,True,True,True,False,True,True,True,False,False,True
2014 Forest Hills Drive,1,18252345,18252345.0,84.0,album,2014-12-09,day,False,13,58,3.0000000000000004,19,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False
Righteous,1,26276273,26276273.0,88.0,single,2020-04-24,day,False,1,4,0.0,0,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False
We Ball,1,1729893,1729893.0,60.0,single,2019-02-27,day,False,1,3,43.0,43,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Cozy Tapes: Vol. 1 Friends -,1,1934873,1934873.0,59.0,album,2016-10-31,day,False,12,37,45.416666666666664,60,31,84,1.3870967741935485,183,True,True,True,False,True,True,True,False,False,True
To Pimp A Butterfly,1,21867402,21867402.0,87.0,album,2015-03-16,day,False,16,71,61.75,79,11,82,4.636363636363637,183,True,True,True,False,True,True,True,False,False,True
No Way Out,1,1378266,1378266.0,71.0,album,1997,year,False,17,69,38.52941176470588,60,21,82,3.0,181,True,True,True,False,True,True,True,False,False,True
If You're Reading This It's Too Late,1,68444543,68444543.0,96.0,album,2015-02-12,day,False,17,60,61.64705882352941,73,4,87,21.75,183,True,True,True,False,True,True,True,False,False,True
ALL-AMERIKKKAN BADA$$,1,2783221,2783221.0,73.0,album,2017-04-07,day,False,12,44,0.0,0,7,84,12.0,0,False,False,False,False,False,False,False,False,False,False
Escape From New York,3,4034487,1344829.0,58.0,album,2019-05-24,day,False,13,38,42.46153846153845,54,52,56,0.8461538461538461,183,True,True,True,False,True,True,True,False,False,True
This Is America,1,9955284,9955284.0,77.0,single,2018-05-06,day,False,1,3,69.0,69,0,0,0.0,170,True,True,True,False,True,True,True,False,False,True
Jesus Piece,1,4250522,4250522.0,72.0,album,2012-01-01,day,False,12,49,0.0,0,21,90,4.0,0,False,False,False,False,False,False,False,False,False,False
Monica (feat. Tech N9ne),1,1143127,1143127.0,56.0,single,2019-12-05,day,False,1,4,46.0,46,1,68,68.0,183,True,True,True,False,True,True,True,False,False,True
DiCaprio 2,1,1039490,1039490.0,77.0,album,2018-11-26,day,False,14,42,51.5,70,7,84,10.428571428571429,178,True,True,True,False,True,True,True,False,False,True
DAMN.,1,21867402,21867402.0,87.0,album,2017-04-14,day,False,14,48,70.57142857142857,83,3,88,25.333333333333332,183,True,True,True,False,True,True,True,False,False,True
Cozy Tapes Vol. 2: Too Cozy,1,1934873,1934873.0,59.0,album,2017-08-25,day,False,17,42,45.76470588235294,65,63,84,1.3015873015873016,171,True,True,True,False,True,True,False,False,False,True
Restless,1,1632501,1632501.0,65.0,album,2000-04-02,day,False,16,50,38.6875,61,15,90,3.066666666666667,183,True,True,True,False,True,True,True,False,False,True
All Eyez On Me,1,13851535,13851535.0,78.0,album,1996-02-13,day,False,27,120,0.0,0,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False
Everybody Mad,1,968324,968324.0,54.0,single,2017-10-06,day,False,1,3,55.0,55,0,0,0.0,169,True,True,True,False,True,True,False,False,False,True
Nothing Was The Same,1,68444543,68444543.0,96.0,album,2013-01-01,day,False,13,53,57.84615384615384,71,5,82,16.4,176,True,True,True,False,True,True,True,False,False,True
Funeral,1,12766504,12766504.0,84.0,album,2020-01-31,day,False,24,64,40.37499999999999,55,10,89,5.4,178,True,True,True,False,True,True,True,False,False,True
The Eminem Show,1,61179621,61179621.0,90.0,album,2002-05-26,day,False,20,67,60.74999999999999,88,6,78,7.166666666666667,183,True,True,True,False,True,True,True,False,False,True
Harlan & Alondra,1,215972,215972.0,58.0,album,2018-07-20,day,False,12,35,35.333333333333336,55,5,84,16.8,183,True,True,True,False,True,True,True,False,False,True
GO:OD AM,1,8147808,8147808.0,82.0,album,2015-09-18,day,False,17,61,55.76470588235295,76,5,76,12.2,183,True,True,True,False,True,True,True,False,False,True
N9NA Collection 2,1,2553366,2553366.0,68.0,single,2019-03-08,day,False,4,11,0.0,0,1,58,58.0,0,False,False,False,False,False,False,False,False,False,False
DAYTONA,1,2590441,2590441.0,71.0,album,2018-05-25,day,False,7,17,53.0,60,2,90,45.0,178,True,True,True,False,True,True,True,False,False,True
Yamborghini High (feat. Juicy J),1,1934873,1934873.0,59.0,single,2016-01-29,day,False,1,5,65.0,65,1,73,73.0,183,True,True,True,False,True,True,True,False,False,True
Black On Both Sides,1,1279811,1279811.0,63.0,album,1999-10-12,day,False,17,66,44.94117647058824,70,4,69,15.0,167,True,True,True,False,True,True,False,False,False,True
In My Room,1,10165271,10165271.0,82.0,single,2019-11-02,day,False,1,2,78.0,78,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Gangsta Memorial,1,4394822,4394822.0,64.0,compilation,2007-01-01,day,False,17,65,32.76470588235294,70,15,78,1.8,166,True,True,True,False,True,True,False,False,False,True
The Essentials,1,6206765,6206765.0,73.0,compilation,2008-01-01,day,False,18,63,24.944444444444443,59,4,82,11.25,183,True,True,True,False,True,True,True,False,False,True
Smile,1,1203232,1203232.0,66.0,single,2016-01-15,day,False,1,3,55.0,55,0,0,0.0,169,True,True,True,False,True,True,True,False,False,True
Liquid Swords,1,449926,449926.0,61.0,album,1995-11-07,day,False,13,49,47.30769230769231,65,14,70,3.142857142857143,183,True,True,True,False,True,True,True,False,False,True
SATURATION II,1,2025500,2025500.0,67.0,album,2017-08-25,day,False,16,42,45.6875,62,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Life After Death (2014 Remastered Edition),1,8192563,8192563.0,76.0,album,1997-03-04,day,False,24,96,51.29166666666668,80,11,82,2.0,178,True,True,True,False,True,True,True,False,False,True
NASIR,1,3016464,3016464.0,71.0,album,2018-06-15,day,False,7,23,43.142857142857146,52,7,90,9.285714285714286,178,True,True,True,False,True,True,True,False,False,True
